"Concordance between the North American Industry Classification System (NAICS) Canada 2017 Version 3.0 and the International Standard Industrial Classification (ISIC), Rev. 4",,,,
NAICS Canada 2017 Version 3.0 Code,NAICS Canada 2017 Version 3.0 Title,ISIC Rev. 4 Code,ISIC Rev. 4 Title,Explanatory Notes
484221,"Bulk liquids trucking, local",H4923*,Freight transport by road,"Bulk liquids trucking (e.g., petroleum fuel, milk), local"
484222,"Dry bulk materials trucking, local",H4923*,Freight transport by road,"Dry bulk materials trucking, local"
484223,"Forest products trucking, local",H4923*,Freight transport by road,"Forest products trucking, local (not within the forest)"
484229,"Other specialized freight (except used goods) trucking, local",H4923*,Freight transport by road,"Other specialized freight (except used goods) trucking, local (e.g., livestock, refrigerated products, mobile home towing)"
484231,"Bulk liquids trucking, long distance",H4923*,Freight transport by road,"Bulk liquids trucking, long distance"
484232,"Dry bulk materials trucking, long distance",H4923*,Freight transport by road,"Dry bulk materials trucking, long distance"
484233,"Forest products trucking, long distance",H4923*,Freight transport by road,"Forest products trucking, long distance (not within the forest)"
484239,"Other specialized freight (except used goods) trucking, long distance",H4923*,Freight transport by road,"Other specialized freight (except used goods) trucking, long distance (e.g., livestock, refrigerated products, mobile home towing)"
485110,Urban transit systems,H4921,Urban or suburban passenger land transport,
485210,Interurban and rural bus transportation,H4922*,Other passenger land transport,Interurban and rural bus transportation
485310,Taxi service,H4922*,Other passenger land transport,Taxi service
485320,Limousine service,H4922*,Other passenger land transport,Limousine service
485410,School and employee bus transportation,H4922*,Other passenger land transport,School and employee bus transportation
485510,Charter bus industry,H4922*,Other passenger land transport,Charter bus industry
485990,Other transit and ground passenger transportation,H4922*,Other passenger land transport,"Other transit and ground passenger transportation (e.g., carpool, special needs passenger transportation)"
486110,Pipeline transportation of crude oil,H4930*,Transport via pipeline,Pipeline transportation of crude oil
486210,Pipeline transportation of natural gas,H4930*,Transport via pipeline,Pipeline transportation of natural gas
486910,Pipeline transportation of refined petroleum products,H4930*,Transport via pipeline,Pipeline transportation of refined petroleum products
486990,All other pipeline transportation,H4930*,Transport via pipeline,"All other pipeline transportation (e.g., slurry)"
487110,"Scenic and sightseeing transportation, land",H4911*,"Passenger rail transport, interurban",Operation of scenic and sightseeing railroads
487110,"Scenic and sightseeing transportation, land",H4922*,Other passenger land transport,Except operation of scenic and sightseeing railroads
487210,"Scenic and sightseeing transportation, water",H5011*,Sea and coastal passenger water transport,"Sightseeing boat cruises (same day return), except inland; charter fishing cruises (same day return)"
487210,"Scenic and sightseeing transportation, water",H5021*,Inland passenger water transport,"Sightseeing boat cruises (same day return), inland"
487990,"Scenic and sightseeing transportation, other",H4922*,Other passenger land transport,"Aerial cable cars, sightseeing"
487990,"Scenic and sightseeing transportation, other",H5110*,Passenger air transport,"Specialized aerial sightseeing (e.g., hot air balloon excursions)"
488111,Air traffic control,H5223*,Service activities incidental to air transportation,Air traffic control
488119,Other airport operations,H5223*,Service activities incidental to air transportation,"Airport operation (except air traffic control) (e.g., flying field operation, hanger rental, aircraft parking)"
488119,Other airport operations,H5224*,Cargo handling,Airport baggage and cargo handling services
488119,Other airport operations,N8129*,Other building and industrial cleaning activities,Airport runway sweeping; snow and ice clearing services
488190,Other support activities for air transportation,C3315*,"Repair of transport equipment, except motor vehicles",Aircraft maintenance service (except factory conversions and overhauls)
488190,Other support activities for air transportation,H5223*,Service activities incidental to air transportation,"Support activities for air transportation (e.g., aircraft ferrying, inspection, testing and maintenance)"
488210,Support activities for rail transportation,C3315*,"Repair of transport equipment, except motor vehicles",Locomotive and railway cars repairing
488210,Support activities for rail transportation,H5221*,Service activities incidental to land transportation,"Support activities for railway transport, n.e.c. (e.g., railway rights-of-way and structures maintenance); railway switching services"
488210,Support activities for rail transportation,H5224*,Cargo handling,Freight-car loading and unloading service
488210,Support activities for rail transportation,N8129*,Other building and industrial cleaning activities,Freight car cleaning service
488310,Port and harbour operations,H5222*,Service activities incidental to water transportation,Port and harbour operations
488320,Marine cargo handling,H5224*,Cargo handling,Marine cargo handling
488320,Marine cargo handling,N8129*,Other building and industrial cleaning activities,Ship hold and tank cleaning
488331,Marine salvage services,H5222*,Service activities incidental to water transportation,Marine salvage services
488332,Ship piloting services,H5222*,Service activities incidental to water transportation,Ship piloting services
488339,Other navigational services to shipping,H5222*,Service activities incidental to water transportation,"Other navigational services to shipping (e.g., radio beacon services, docking and undocking marine vessels)"
488390,Other support activities for water transportation,C3315*,"Repair of transport equipment, except motor vehicles","Ship repair and maintenance, not in a shipyard"
488390,Other support activities for water transportation,E3830*,Materials recovery,Ship breaking or dismantling done on a floating dry dock
488390,Other support activities for water transportation,H5222*,Service activities incidental to water transportation,Lighter service to ships
488390,Other support activities for water transportation,H5229*,Other transportation support activities,"Other support activities for water transportation (e.g., cargo surveying; inspection and weighing services)"
488410,Motor vehicle towing,H5221*,Service activities incidental to land transportation,Emergency road service; motor vehicle towing service
488490,Other support activities for road transportation,H5221*,Service activities incidental to land transportation,"Truck and bus terminals, bridge and tunnel operations"
488490,Other support activities for road transportation,H5224*,Cargo handling,Truck loading and unloading
488490,Other support activities for road transportation,H5229*,Other transportation support activities,Truck weighing and inspection services (without repairs)
488490,Other support activities for road transportation,N8129*,Other building and industrial cleaning activities,"Road sanding, salting, oiling, cleaning, and snow clearing"
488511,Marine shipping agencies,H5229*,Other transportation support activities,"Marine shipping activities (e.g., arranging transport by sea)"
488519,Other freight transportation arrangement,H5229*,Other transportation support activities,"Other freight transportation arrangement (e.g., logistic activities, issue of transport documents)"
488990,Other support activities for transportation,B0910*,Support activities for petroleum and natural gas extraction,Liquefaction and re-gasification of natural gas for purposes of transport at the mine site
488990,Other support activities for transportation,H5221*,Service activities incidental to land transportation,Drive-away automobile service; livestock-in-transit feeding station; independent pipeline terminal facilities; liquefaction and re-gasification of natural gas for purposes of transport (except at the mine site)
488990,Other support activities for transportation,H5229*,Other transportation support activities,Packing and crating of goods for transportation; transport brokers (not operating vehicles); car-pool and van-pool arranging
491110,Postal service,H5310,Postal activities,
